,propertyType,status,price,size,rooms,bathrooms,floor,neighborhood,address,district,province,municipality,exterior,hasLift,hasPlan,has3DTour,has360,distance,latitude,longitude
246,flat,newdevelopment,670.0,79.0,2,2,,,"Calle Valle de Ambles, 2",Suroeste,Madrid,Torrejón de Ardoz,True,True,True,False,False,20294,404430651.0,-34659877.0
247,flat,newdevelopment,609.0,56.0,1,1,bj,,"Calle Álvaro Mutis, 1",Espartales,Madrid,Alcalá de Henares,True,True,True,False,False,30186,405126166.0,-33694194.0
248,flat,newdevelopment,718.0,86.0,2,2,,,"Calle Valle de Ambles, 2",Suroeste,Madrid,Torrejón de Ardoz,True,True,True,False,False,20294,404430651.0,-34659877.0
249,flat,newdevelopment,694.0,81.0,2,2,,,"Calle Valle de Ambles, 2",Suroeste,Madrid,Torrejón de Ardoz,True,True,True,False,False,20294,404430651.0,-34659877.0
250,flat,newdevelopment,658.0,78.0,2,2,,,"Calle Valle de Ambles, 2",Suroeste,Madrid,Torrejón de Ardoz,True,True,True,False,False,20294,404430651.0,-34659877.0
251,flat,good,750.0,36.0,2,1,2,Bellas Vistas,"Calle Tenerife, 6",Tetuán,Madrid,Madrid,False,True,False,False,False,3620,404492198.0,-37054938.0
252,flat,newdevelopment,723.0,88.0,2,2,,,"Calle Valle de Ambles, 2",Suroeste,Madrid,Torrejón de Ardoz,True,True,True,False,False,20294,404430651.0,-34659877.0
257,flat,newdevelopment,728.0,91.0,2,2,,,"Calle Valle de Ambles, 2",Suroeste,Madrid,Torrejón de Ardoz,True,True,True,False,False,20294,404430651.0,-34659877.0
258,studio,good,650.0,28.0,0,1,bj,Valdeacederas,Calle del Cactus,Tetuán,Madrid,Madrid,True,False,False,False,True,4920,404608285.0,-36988899.0
259,flat,good,750.0,60.0,2,1,1,,Calle Santiago,Casco Histórico,Madrid,Alcalá de Henares,False,False,False,False,False,29663,40484995.0,-33643476.0
260,flat,good,735.0,60.0,3,1,4,,Calle Cafarnaúm,Parque Inlasa,Madrid,Parla,True,False,True,False,True,20886,402377276.0,-37780729.0
261,penthouse,good,699.0,78.0,2,1,2,,"Calle de la Retama, 19",Centro,Madrid,Colmenar Viejo,True,False,False,False,False,27684,406608574.0,-37674572.0
262,flat,good,725.0,67.0,3,1,4,,Calle Valladolid,Centro,Madrid,Móstoles,True,False,True,False,True,17191,403206268.0,-38622583.0
263,flat,good,740.0,77.0,3,2,bj,,Calle Miguel Ángel,Reyes Católicos,Madrid,Alcalá de Henares,True,True,True,False,True,28385,404737561.0,-33762869.0
264,chalet,good,700.0,238.0,4,3,,,"Camino DE ILLESCAS, 2",,Toledo,Yeles,False,,False,False,False,34170,401196695.0,-38065685.0
265,flat,good,720.0,73.0,1,1,2,,"La fuente, 27",Villalba Estación,Madrid,Collado Villalba,True,True,True,False,False,34761,406297309.0,-40042674.0
266,flat,good,750.0,79.0,3,1,en,,"Calle Pizarro, 16",Universidad,Madrid,Getafe,True,True,False,False,False,11728,403132454.0,-37302507.0
267,penthouse,good,660.0,66.0,1,1,8,,Calle Sorolla,El Quiñón,Toledo,Seseña,True,True,False,False,False,32330,401269066.0,-36720468.0
268,flat,good,710.0,66.0,3,1,4,,Calle Cafarnaúm,Parque Inlasa,Madrid,Parla,True,False,True,False,True,20588,402400853.0,-37762193.0
269,flat,good,725.0,62.0,2,1,3,Águilas,Calle de Navalmoral de la Mata,Latina,Madrid,Madrid,True,False,False,False,True,7748,403757382.0,-37772753.0
270,flat,good,750.0,46.0,1,1,bj,Puerta Bonita,"Calle de eugenia de montijo, 59",Carabanchel,Madrid,Madrid,False,False,False,False,False,5680,403784325.0,-37476971.0
271,flat,good,750.0,61.0,2,1,1,Opañel,"Calle del Radio, 15",Carabanchel,Madrid,Madrid,True,True,False,False,False,3161,403921768.0,-37221391.0
272,flat,good,730.0,161.0,4,1,3,,Calle de la Cruz,Nuevo Aranjuez-Ciudad de las Artes,Madrid,Aranjuez,True,False,True,False,True,44159,400282361.0,-35950227.0
273,flat,good,495.0,90.0,3,2,bj,,Calle Manuel Valdés,,Toledo,Borox,False,True,False,False,False,39297,400643502.0,-37393418.0
274,flat,good,720.0,110.0,2,1,,,Calle Alfonso X el Sabio,Las Américas,Madrid,Parla,False,True,True,False,True,21417,402303494.0,-37672134.0
275,flat,good,720.0,48.0,2,1,bj,Numancia,Calle Tejar de la Pastora,Puente de Vallecas,Madrid,Madrid,False,False,True,False,True,3551,404043015.0,-366459.0
276,flat,good,700.0,57.0,2,1,4,San Cristóbal,Calle de Rocafort,Villaverde,Madrid,Madrid,False,False,True,False,True,8410,403419687.0,-36878728.0
277,duplex,good,750.0,75.0,2,2,1,,Calle Lirio,,Madrid,Cobeña,True,False,False,False,False,24176,405695498.0,-34999067.0
278,studio,good,610.0,26.0,0,1,3,Valdeacederas,Calle Ana María,Tetuán,Madrid,Madrid,False,True,True,False,True,5343,404647578.0,-37026911.0
279,flat,good,740.0,52.0,2,1,4,,Calle Agustina de Aragón,Centro,Madrid,Móstoles,False,False,True,False,True,17525,403198404.0,-38664536.0
280,flat,good,715.0,62.0,2,1,bj,,Transcantábrico,San Crispín - La Estación Consorcio,Madrid,Colmenar Viejo,True,True,False,False,True,26558,406474693.0,-37843419.0
281,flat,good,550.0,57.0,2,1,bj,,Glorieta del Clavel,Foso-Moreras,Madrid,Aranjuez,False,False,True,False,True,43521,400342868.0,-3593946.0
282,flat,good,710.0,36.0,1,1,bj,Palos de Moguer,Calle de Sebastián Elcano,Arganzuela,Madrid,Madrid,True,False,True,False,True,1315,404060404.0,-36965218.0
283,flat,good,730.0,51.0,2,1,2,Villaverde Alto,Calle de Getafe,Villaverde,Madrid,Madrid,True,False,True,False,True,8093,403440558.0,-37092341.0
284,studio,good,750.0,23.0,0,1,8,Malasaña-Universidad,Calle de la Princesa,Centro,Madrid,Madrid,True,True,False,False,False,1367,404260458.0,-37137453.0
285,flat,good,690.0,33.0,1,1,3,Valdeacederas,Calle Ana María,Tetuán,Madrid,Madrid,False,True,True,False,True,5232,404637578.0,-37033911.0
286,flat,good,740.0,73.0,3,1,4,,Calle de Enrique Granados,Fuentebella-San Felix-El Leguario,Madrid,Parla,True,True,True,False,True,21838,402284935.0,-37769246.0
287,duplex,good,750.0,66.0,1,1,bj,Valdeacederas,Calle del Capitán Blanco Argibay,Tetuán,Madrid,Madrid,True,True,True,False,True,5627,404671802.0,-37080651.0
288,flat,good,720.0,44.0,3,1,2,Villaverde Alto,Avenida de Espinela,Villaverde,Madrid,Madrid,False,False,True,False,True,8176,403432945.0,-37089766.0
289,flat,good,475.0,79.0,2,2,2,,rivero,,Madrid,Navalafuente,True,True,False,False,False,45077,408214857.0,-36735554.0
290,flat,good,740.0,41.0,2,1,2,San Diego,Travesía Doctor Sánchez,Puente de Vallecas,Madrid,Madrid,True,False,True,False,True,4787,403831822.0,-36677543.0
291,flat,good,740.0,57.0,1,1,1,Los Cármenes,Calle del Ánsar,Latina,Madrid,Madrid,True,True,True,False,True,3642,404019497.0,-37416593.0
292,flat,good,740.0,62.0,2,1,1,,Transcantábrico,San Crispín - La Estación Consorcio,Madrid,Colmenar Viejo,True,True,False,False,True,26890,406500693.0,-37867419.0
293,flat,good,700.0,74.0,2,1,4,,Calle Rosa Montero,Getafe norte,Madrid,Getafe,False,False,True,False,True,9950,403285563.0,-37235629.0
294,flat,good,730.0,35.0,1,1,2,Chueca-Justicia,Hernán Cortes,Centro,Madrid,Madrid,False,True,False,False,False,760,404234164.0,-3701547.0
295,studio,good,700.0,28.0,0,1,3,Montecarmelo,SANTUARIO DE VALVERDE,Fuencarral,Madrid,Madrid,True,True,False,False,False,9700,40503863.0,-3708243.0
296,chalet,good,600.0,180.0,3,2,,,Meco,,Madrid,Meco,False,,False,False,False,35543,405533779.0,-33233069.0
297,flat,good,470.0,80.0,1,1,1,,Fuensalida,,Toledo,Fuensalida,False,True,False,False,False,59351,400493725.0,-42105716.0
298,flat,good,550.0,76.0,2,1,2,,Yuncos,,Toledo,Yuncos,True,True,False,False,False,38544,400947108.0,-38715189.0
299,flat,good,750.0,109.0,2,2,3,,Hospital,Hospital,Madrid,Valdemoro,True,True,False,False,False,24455,401969978.0,-36896474.0
303,flat,good,749.0,38.0,1,1,2,Pau de Carabanchel,"Calle Peso Hispano, 6",Carabanchel,Madrid,Madrid,True,True,False,False,True,6506,403670279.0,-3743863.0
304,studio,good,700.0,30.0,0,1,bj,Pacífico,Calle de Narciso Serra,Retiro,Madrid,Madrid,False,True,False,False,False,2411,404029147.0,-36812663.0
305,flat,good,667.0,70.0,1,1,8,,"Calle Estrella Polar, 2",Parla Este,Madrid,Parla,True,True,False,False,False,21185,402306942.0,-37574148.0
306,flat,good,725.0,45.0,1,1,1,Rejas,Calle de Deyanira,San Blas,Madrid,Madrid,False,True,False,False,False,10398,404444556.0,-35859227.0
307,penthouse,good,550.0,70.0,3,1,3,,Ortega y Gasset,,Madrid,Robledo de Chavela,True,False,False,False,False,47595,405236154.0,-42481052.0
308,flat,good,695.0,55.0,3,1,4,,Calle Real,Villayuventus-Renfe,Madrid,Parla,True,False,True,False,True,19765,402461268.0,-37689141.0
309,flat,good,675.0,84.0,2,2,2,,Calle Rembrandt,El Quiñón,Toledo,Seseña,True,True,False,False,False,31489,401347108.0,-3668926.0
310,flat,good,750.0,105.0,3,1,1,,"san juan, campo real",,Madrid,Campo Real,True,False,False,False,False,28810,403374662.0,-33794101.0
311,flat,good,699.0,52.0,1,1,3,Palomeras sureste,"Calle Trole, 9",Puente de Vallecas,Madrid,Madrid,True,True,False,False,False,7092,403809876.0,-36338528.0
312,studio,good,750.0,32.0,0,1,14,San Pascual,Calle Caribe,Ciudad Lineal,Madrid,Madrid,True,True,False,False,False,5006,404415195.0,-36538927.0
313,flat,good,730.0,80.0,3,1,4,,MAESTRO SERRANO,Carlos Ruiz,Madrid,Collado Villalba,True,False,False,False,False,35774,406324167.0,-40173039.0
314,flat,good,340.0,50.0,1,1,1,,Calle juan caro,,Toledo,Fuensalida,True,False,True,False,False,58969,400532137.0,-42091413.0
315,flat,good,710.0,30.0,1,1,bj,Lavapiés-Embajadores,Calle del Ventorrillo,Centro,Madrid,Madrid,True,False,True,False,True,1156,404066932.0,-3706995.0
316,flat,good,650.0,58.0,1,1,4,Palomeras sureste,"Villalobos, 42",Puente de Vallecas,Madrid,Madrid,True,True,False,False,False,5924,403802956.0,-36521582.0
317,countryHouse,renew,600.0,60.0,2,2,,,"Camino de la zarzuela 42, 95",Centro,Madrid,Villaviciosa de Odón,False,,False,False,False,23776,403095217.0,-39461034.0
318,flat,good,740.0,41.0,2,1,3,Casco Histórico de Vallecas,Calle Milmarcos,Villa de Vallecas,Madrid,Madrid,True,False,True,False,True,8358,403771936.0,-36192667.0
319,flat,good,525.0,40.0,1,1,3,,Calle de Alpajés,Foso-Moreras,Madrid,Aranjuez,True,True,True,False,True,43059,400381958.0,-35959919.0
320,studio,good,750.0,35.0,0,1,4,Argüelles,Calle de Juan Álvarez Mendizábal,Moncloa,Madrid,Madrid,True,False,False,False,False,1272,404255032.0,-37128468.0
321,flat,good,750.0,74.0,3,1,2,,Calle Diego Ros y Medrano,Chorrillo,Madrid,Alcalá de Henares,True,True,True,False,True,29245,404881971.0,-3370613.0
322,flat,good,685.0,84.0,2,2,6,,Calle Sorolla,El Quiñón,Toledo,Seseña,True,True,False,False,False,32215,401279066.0,-36726468.0
323,flat,good,710.0,69.0,3,1,5,,Calle Pinzón,Reyes Católicos,Madrid,Alcalá de Henares,True,True,True,False,True,28440,404731862.0,-33754457.0
324,studio,good,560.0,46.0,0,1,bj,Numancia,Calle Puerto de Tarancón,Puente de Vallecas,Madrid,Madrid,True,False,True,False,True,3786,40401323.0,-3663341.0
325,duplex,good,500.0,70.0,3,2,2,,barranco de carreteros,,Toledo,Casarrubios del Monte,True,True,False,False,False,38592,401835259.0,-40403571.0
326,flat,good,600.0,42.0,1,1,bj,,Maestro Caballero,Noroeste,Madrid,Torrejón de Ardoz,True,False,False,False,False,18905,40459912.0,-3487187.0
327,penthouse,good,600.0,69.0,3,1,4,,"Calle Azahar, 4",El Espinar,Segovia,El Espinar,True,True,True,True,False,56418,407185379.0,-42401777.0
328,flat,good,460.0,85.0,1,1,1,,La villa,,Toledo,Casarrubios del Monte,True,True,False,False,False,38210,401843187.0,-40352101.0
329,flat,,460.0,55.0,1,1,,,Avenida Aranjuez s/n,,Toledo,Mocejón,True,,,,,55947,399399761.0,-39139485.0
330,flat,good,720.0,44.0,1,1,ss,San Isidro,Calle Recesvinto,Carabanchel,Madrid,Madrid,True,False,True,False,False,3589,403942653.0,-37337412.0
331,flat,good,750.0,60.0,2,1,,Puerta del Ángel,Calle Athos,Latina,Madrid,Madrid,True,False,False,False,False,2591,404094468.0,-37323408.0
332,flat,good,750.0,42.0,1,1,4,Delicias,"Paseo de las delicias, 125",Arganzuela,Madrid,Madrid,False,True,False,False,False,2762,403927535.0,-36945366.0
333,studio,good,750.0,90.0,0,1,4,Simancas,Calle de San Romualdo,San Blas,Madrid,Madrid,True,True,False,False,False,7228,404393937.0,-36232212.0
334,studio,good,650.0,45.0,0,1,bj,Prosperidad,"Calle Zabaleta, 36",Chamartín,Madrid,Madrid,False,True,True,False,False,3807,40442298.0,-36733654.0
335,flat,good,650.0,59.0,1,1,2,,Calle la Pila,El Nido-Las Fuentes,Madrid,Parla,True,True,False,False,False,20637,40239658.0,-3776349.0
336,flat,good,670.0,75.0,2,1,3,,El Mirador - Grillero,El Mirador - Grillero,Madrid,Arganda,True,True,False,False,False,27056,402938125.0,-34276338.0
337,flat,good,600.0,70.0,3,1,2,,Colonia Esperanza,,Segovia,San Ildefonso o la Granja,True,False,False,False,False,59919,409048481.0,-4004197.0
338,flat,newdevelopment,650.0,45.0,1,1,2,,"Calle Garcilaso, 1",La Alhóndiga,Madrid,Getafe,True,True,True,False,False,12383,403082527.0,-37365244.0
339,duplex,,600.0,70.0,2,1,,,Alameda de la Sagra,,Toledo,Alameda de la Sagra,True,,,,,45419,400137302.0,-37908558.0
340,flat,good,750.0,32.0,1,1,2,Palomeras Bajas,Calle Valentín San Narciso,Puente de Vallecas,Madrid,Madrid,True,True,False,False,False,5339,403850596.0,-36558159.0
341,flat,,725.0,50.0,1,1,,,Calle de José,,Madrid,Madrid,True,,,,,5564,404662887.0,-36944003.0
342,studio,good,620.0,20.0,0,1,1,Palos de Moguer,"Calle de Canarias, 38",Arganzuela,Madrid,Madrid,False,True,False,False,False,1893,404017593.0,-36925296.0
343,flat,good,500.0,125.0,3,2,3,,El Espinar,El Espinar,Segovia,El Espinar,True,False,True,False,False,56620,407181164.0,-42435509.0
344,flat,good,400.0,100.0,3,2,2,,Cabañas de la Sagra,,Toledo,Cabañas de la Sagra,True,True,True,False,False,49933,40009603.0,-39515398.0
345,flat,good,680.0,35.0,1,1,bj,San Isidro,"Gorrión, 62",Carabanchel,Madrid,Madrid,True,False,False,False,False,3308,403964893.0,-37319279.0
346,flat,good,750.0,87.0,3,1,bj,,Calle Ecuador,La Espinilla - Parque Blanco,Madrid,Coslada,True,True,False,False,False,12519,404248733.0,-35557412.0
347,flat,good,350.0,53.0,1,1,1,,Las Mimbres,,Ávila,Las Navas del Marqués,True,True,False,False,False,57144,406005276.0,-43344954.0
348,flat,good,400.0,128.0,4,2,4,,Calle Ancha,,Toledo,Villaseca de la Sagra,False,True,False,False,False,52756,399626457.0,-38834829.0
349,flat,newdevelopment,670.0,53.0,1,1,1,,"Calle Garcilaso, 1",La Alhóndiga,Madrid,Getafe,True,True,True,False,False,12383,403082527.0,-37365244.0
351,flat,,600.0,75.0,3,1,,,Paseo de los Curas,,Madrid,Alcalá de Henares,True,,,,,28756,404765201.0,-33726216.0
352,flat,good,750.0,70.0,2,1,4,Zona Centro Joven,Calle Sierra de Peñalara,Centro,Madrid,Alcorcón,True,False,False,False,False,12614,403468848.0,-3820639.0
353,flat,good,660.0,91.0,2,2,5,,Calle Claudio Coello,El Quiñón,Toledo,Seseña,True,True,False,False,False,32282,401273733.0,-36715045.0
354,flat,good,700.0,36.0,2,1,3,Zona Pueblo,Calle Agua,Zona Pueblo,Madrid,Pozuelo de Alarcón,True,False,False,False,False,9525,404335309.0,-38135961.0
355,flat,good,695.0,58.0,1,1,1,Puerta Bonita,Calle Nuestra Señora de la Antigua,Carabanchel,Madrid,Madrid,False,True,True,False,True,5659,403749437.0,-37414692.0
356,flat,good,710.0,66.0,1,1,2,,Avenida París,Centro,Madrid,Arganda,True,True,False,False,False,25013,403007749.0,-34502406.0
357,duplex,good,700.0,120.0,3,3,,,Calle José Antonio Andrés Rodríguez,,Guadalajara,Yebes,True,True,False,False,False,53820,405927595.0,-31102548.0
358,flat,good,620.0,80.0,2,1,2,,Calle de la Fuente Nueva,,Madrid,Bustarviejo,True,False,False,False,False,49280,408598935.0,-37084025.0
359,flat,good,475.0,46.0,1,1,bj,,Calle Quinta,,Segovia,San Ildefonso o la Granja,False,False,False,False,False,57650,408767605.0,-40183894.0
360,flat,good,500.0,100.0,3,1,3,,Calle Don Hipólito Ezquerra,,Toledo,Fuensalida,True,False,False,False,False,59106,400518967.0,-42097306.0
361,flat,good,700.0,80.0,3,1,1,,"Tomillo, 7",,Madrid,Collado Mediano,True,False,False,False,False,40907,40691275.0,-40255528.0
362,flat,good,715.0,89.0,3,1,bj,,Ronda del Mediodía,,Madrid,Chinchón,True,False,False,False,False,39316,401366254.0,-34203324.0
363,flat,good,650.0,70.0,2,1,3,,"Calle Marcelino Martín, 3 B",Constitución-El Balconcillo,Guadalajara,Guadalajara,True,False,False,False,False,50516,406343079.0,-31785616.0
364,flat,good,750.0,50.0,1,1,1,Ensanche de Vallecas - La Gavia,"Embalse de Navacerrada, 55",Villa de Vallecas,Madrid,Madrid,True,True,False,False,False,11203,403591421.0,-35946665.0
365,flat,good,750.0,45.0,1,1,2,Pinar del Rey,Santa Susana,Hortaleza,Madrid,Madrid,True,True,True,False,False,8426,404799197.0,-36483367.0
366,flat,good,430.0,60.0,1,1,1,,castilla la mancha,,Toledo,Valmojado,True,True,False,False,False,40108,402069459.0,-4088113.0
367,penthouse,good,380.0,50.0,1,1,5,,Urbanización Sitio de Noles,,Segovia,San Ildefonso o la Granja,True,False,False,False,False,59674,409012481.0,-40074557.0
368,studio,good,550.0,25.0,0,1,bj,Berruguete,Calle Juan del Risco,Tetuán,Madrid,Madrid,False,False,False,False,False,4650,404585171.0,-37045191.0
369,flat,good,550.0,71.0,1,1,bj,,Melancolia Baja,,Segovia,San Ildefonso o la Granja,True,False,False,False,False,59601,408995994.0,-4009974.0
370,flat,good,730.0,60.0,1,1,,,Calle de la Huerta del Convento,Centro,Madrid,Colmenar Viejo,True,False,False,False,False,27803,406620032.0,-37670979.0
371,chalet,good,700.0,189.0,4,3,,,Camarena,,Toledo,Camarena,False,,False,False,False,50661,400888133.0,-4117776.0
372,penthouse,good,750.0,46.0,2,1,4,Numancia,Calle Leonor González,Puente de Vallecas,Madrid,Madrid,True,True,False,False,False,3889,403996612.0,-3663134.0
373,flat,good,500.0,80.0,2,1,,,Calle Río Moros,Los Ángeles de San Rafael,Segovia,El Espinar,True,True,False,False,False,58500,407728868.0,-42132079.0
374,flat,good,700.0,45.0,1,1,bj,,Avenida de Vicálvaro,Ciudad 70,Madrid,Coslada,True,False,False,False,False,13887,404189818.0,-35392291.0
375,flat,renew,680.0,85.0,2,1,bj,,Calle Paraguay,Valleaguado - La Cañada,Madrid,Coslada,True,True,False,False,False,13303,404232434.0,-35463304.0
376,flat,good,700.0,97.0,2,2,6,,claudio coello s/n,El Quiñón,Toledo,Seseña,True,True,False,False,False,32308,401272247.0,-36702475.0
377,flat,good,600.0,28.0,1,1,4,Bellas Vistas,"Calle de Francos Rodríguez, 25",Tetuán,Madrid,Madrid,False,False,False,False,False,4418,404564005.0,-37056355.0
378,flat,good,620.0,97.0,2,2,1,,van gogh s/n,El Quiñón,Toledo,Seseña,True,True,False,False,False,31278,401367969.0,-36664137.0
379,duplex,good,750.0,100.0,2,2,,,"Plaza de España, 8",Casco Histórico,Guadalajara,Guadalajara,True,True,False,False,False,51395,406368322.0,-31685217.0
380,flat,good,550.0,79.0,2,2,1,,Calle San Juan,Centro,Toledo,Ocaña,True,True,True,False,False,53302,399627744.0,-35014766.0
381,flat,good,690.0,88.0,2,2,2,,Alovera,,Guadalajara,Alovera,True,True,False,False,False,43335,405923487.0,-32456706.0
382,flat,good,750.0,80.0,2,1,1,,Colmenarejo,,Madrid,Colmenarejo,True,False,False,False,False,30995,405602502.0,-40174547.0
383,flat,good,700.0,62.0,1,1,2,Casco Antiguo,Plaza de España,Centro,Madrid,Alcorcón,True,True,False,False,False,13040,403492684.0,-38292227.0
384,flat,good,690.0,77.0,2,1,bj,Buena Vista,"Calle Francisco Lizcano, 22",Carabanchel,Madrid,Madrid,True,True,False,False,False,7283,40366914.0,-3759137.0
385,flat,good,700.0,50.0,1,1,bj,Tres Olivos - Valverde,Calle José Anduiza,Fuencarral,Madrid,Madrid,True,False,False,False,False,7844,404860308.0,-36861008.0
386,flat,good,750.0,87.0,2,1,5,,"Avenida de Roma, 5",Ciudad 70,Madrid,Coslada,True,True,False,False,False,13773,404226492.0,-35407224.0
387,flat,good,650.0,176.0,3,2,1,,Cedillo,,Toledo,Lominchar,True,True,False,False,False,42423,400910982.0,-39638562.0
388,flat,good,735.0,51.0,1,1,4,,Calle de Lina Odena,Buenavista,Madrid,Getafe,True,True,False,False,False,14023,402970317.0,-37555218.0
389,flat,good,700.0,80.0,3,1,5,,"Calle Huesca, 10",Suroeste,Madrid,Móstoles,True,True,False,False,False,17777,403193269.0,-38696862.0
390,flat,good,725.0,75.0,3,1,,,Calle de Málaga,Centro,Madrid,Fuenlabrada,True,False,False,False,False,16247,402889156.0,-3796248.0
391,penthouse,good,675.0,80.0,2,1,3,,"Calle arctipreste de hita, 28",Casco Histórico,Guadalajara,Guadalajara,True,False,True,False,False,51644,406324195.0,-31621055.0
392,flat,good,733.0,68.4,2,1,2,,Calle de Honduras,Las Sedas - El Olivar,Madrid,Alcalá de Henares,True,True,False,True,False,28541,405045743.0,-33862578.0
393,flat,good,750.0,36.0,1,1,bj,Ventas,Calle y Travesía del Poeta Blas de Otero,Ciudad Lineal,Madrid,Madrid,True,True,False,False,False,4237,404219077.0,-36536601.0
394,flat,good,675.0,69.0,2,1,bj,Aluche,"Calle de Camarena, 246",Latina,Madrid,Madrid,True,False,False,False,False,5656,403873972.0,-37578528.0
395,flat,good,650.0,85.0,2,1,2,,"Calle Magerit, 1",,Madrid,Guadarrama,True,False,False,False,False,43066,406768267.0,-40809054.0
396,flat,good,730.0,52.0,1,1,bj,Valdeacederas,Calle Cantueso,Tetuán,Madrid,Madrid,True,True,False,False,False,5879,404695795.0,-3703982.0
397,flat,good,700.0,97.0,1,1,bj,,"Vereda Carpetana, 7",,Madrid,Loeches,True,True,False,False,False,24605,403984812.0,-34136208.0
398,flat,good,650.0,87.0,2,2,3,,El Quiñón,El Quiñón,Toledo,Seseña,False,True,False,False,False,31437,40135057.0,-36707164.0
399,studio,good,690.0,38.0,0,1,2,Valdeacederas,Calle Manchegos,Tetuán,Madrid,Madrid,False,True,True,False,True,5798,404687716.0,-36995272.0
400,flat,good,700.0,70.0,2,1,1,,"Calle Nuevo Guadarrama, 11",,Madrid,Guadarrama,True,False,False,False,False,43166,406800109.0,-40786891.0
401,duplex,good,600.0,89.0,2,2,2,,Calle de la Cruz Verde,,Madrid,Miraflores de la Sierra,True,False,False,False,False,44474,408138507.0,-37658572.0
402,studio,good,700.0,25.0,0,1,bj,Lavapiés-Embajadores,lavapies,Centro,Madrid,Madrid,False,False,False,False,False,691,404105363.0,-37021362.0
403,flat,good,690.0,60.0,2,1,bj,,Sevilla la Nueva,,Madrid,Sevilla la Nueva,True,False,False,False,False,29005,403466075.0,-4033115.0
404,flat,good,620.0,98.0,2,2,1,,Maria Moliner,,Guadalajara,Yebes,True,True,False,False,False,54139,405964113.0,-31080746.0
405,duplex,good,750.0,114.0,3,3,1,,"Paseo de la Pradera, 15",,Madrid,Serranillos del Valle,True,False,False,False,False,28099,402047852.0,-38838069.0
406,chalet,good,750.0,160.0,3,3,,,"Arcicollar, 12",,Toledo,Santa Cruz del Retamar,False,,False,False,False,56238,401161765.0,-42364093.0
407,flat,good,700.0,95.0,2,2,1,,Calle la Fresneda,Las Cañas,Guadalajara,Guadalajara,True,True,False,False,False,52456,406517481.0,-31650395.0
408,flat,good,605.0,87.0,2,2,2,,Calle Sabina,,Guadalajara,Yebes,True,True,False,False,False,54114,405931633.0,-31067269.0
409,flat,good,645.0,104.0,2,2,2,,sabina,,Guadalajara,Yebes,True,True,False,False,False,54019,405935633.0,-31081269.0
410,flat,good,750.0,104.0,2,2,bj,,Sabina,,Guadalajara,Yebes,True,True,False,False,False,54032,405940633.0,-31082269.0
411,studio,good,700.0,51.0,0,1,bj,Pinar del Rey,Cutanga,Hortaleza,Madrid,Madrid,True,False,False,False,False,8471,404731048.0,-36359512.0
412,flat,good,670.0,61.0,1,1,bj,,Isla de Lobeira,Parque de la Coruña - Las Suertes,Madrid,Collado Villalba,True,True,False,False,False,35136,406206783.0,-40207422.0
413,flat,good,700.0,75.0,2,2,3,,Calle Walt Disney,Las Lomas-Salinera-La Muñeca,Guadalajara,Guadalajara,True,True,False,False,False,53378,4064217.0,-31456299.0
414,flat,good,750.0,80.0,2,1,4,,Hierro,Zona Estación,Madrid,Valdemoro,True,True,False,False,False,25085,401929115.0,-36657067.0
415,countryHouse,good,750.0,341.0,2,1,,,sexta bandera,,Toledo,Las Ventas de Retamosa,False,,False,False,False,45173,401570082.0,-41128442.0
416,studio,good,740.0,33.0,0,1,bj,Canillas,Pedroñeras,Hortaleza,Madrid,Madrid,True,True,False,False,False,8322,404667197.0,-36300929.0
417,flat,good,750.0,110.0,4,2,1,,Río Guadiana,El Mirador,Madrid,Colmenar Viejo,True,False,False,False,False,27976,40662446.0,-377434.0
418,flat,good,750.0,62.0,2,1,3,Portazgo,barrio Portazgo,Puente de Vallecas,Madrid,Madrid,True,False,True,False,False,5703,403877769.0,-3647613.0
419,studio,good,750.0,70.0,0,1,bj,,"Avenida Matapiñonera, 11",Pol. Industrial sur,Madrid,San Sebastián de los Reyes,True,True,False,False,False,16273,405474992.0,-36169124.0
420,studio,good,650.0,28.0,0,1,bj,Quintana,Calle de Federico Gutiérrez,Ciudad Lineal,Madrid,Madrid,True,False,False,False,False,5399,40437054.0,-36453254.0
421,flat,good,625.0,51.0,1,1,2,,Avenida de Atenas,Centro,Madrid,Arganda,True,True,False,False,False,25010,402983085.0,-34522637.0
422,flat,good,700.0,35.0,1,1,bj,Jerónimos,Avenida de Menéndez Pelayo,Retiro,Madrid,Madrid,True,True,False,False,False,2266,404125396.0,-36770413.0
423,flat,good,525.0,57.0,1,1,2,,Caridad del Cobre,Parque - Ctra de Ugena,Toledo,Illescas,True,True,False,False,False,34558,4012629.0,-38484.0
424,flat,good,750.0,95.0,2,2,1,,Calle Praofuentes,,Madrid,Colmenarejo,True,False,False,False,False,30759,405585061.0,-40155657.0
425,flat,good,600.0,120.0,2,2,bj,,Calle José Antonio Andrés Rodríguez,,Guadalajara,Yebes,True,True,False,False,False,54075,405943496.0,-3107825.0
426,flat,good,725.0,108.0,3,2,1,,Avenida de España,,Guadalajara,Alovera,True,True,False,False,False,42596,405838746.0,-32499378.0
427,studio,good,600.0,25.0,0,1,bj,Pradolongo,Calle San Basilio,Usera,Madrid,Madrid,False,False,False,False,False,3812,403824905.0,-37062754.0
428,flat,good,480.0,80.0,2,1,1,,Las Ventas de Retamosa,,Toledo,Las Ventas de Retamosa,True,False,False,False,False,45337,401548085.0,-41129467.0
